Main_Site_ID,Hospital_Type,Number_of_Program_Sites,Number_of_DSC_Certifications,Number_of_NonDSC_Certifications,System_Affiliation,Volume_Program,Accreditation_Decision,Volume_Year,Opdate_In_eapp,Org_Volume_Category,Setting,Volume_Name,Average_Daily_Census,Visits,Beds
591998, General,7,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,30,10950,71
591998, General,7,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,21000,0
591998, General,7,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,155104,0
211211, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2018,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,80,29200,156
211213,None,0,0,0,N,HAP     ,Delete Org/Program/Disease,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,22,8030,24
211213,None,0,0,0,N,HAP     ,Delete Org/Program/Disease,2017,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",126,45990,154
211214, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",14,5110,16
211214, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,74,27010,80
211225, General,2,0,1,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,323,117895,562
211225, General,2,0,1,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,282,102930,330
211225, General,2,0,1,Y,HAP     ,Accreditation with Full Standards Compliance,2016,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,77185,0
211225, General,2,0,1,Y,HAP     ,Accreditation with Full Standards Compliance,2016,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,464003,0
17849, Psychiatric,1,0,0,N,HAP     ,Accreditation with Follow-up Survey,2016,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,137,50005,146
17451, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,277,101105,284
211231, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,91,33215,94
211234, Psychiatric,2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",123,44895,152
211234, Psychiatric,2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,376,137240,414
211235, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,110,40150,200
211236, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2015,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,70,25550,140
211238, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2015,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",6,2190,8
211238, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2015,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,29,10585,41
211240, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,400,146000,429
555326, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,55,20075,82
18141, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,64,23360,80
211248, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Follow-up Survey,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,244,89060,334
211253, Psychiatric,1,0,0,N,HAP     ,Accreditation with Follow-up Survey,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,204,74460,321
211254, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",1,365,1
211254, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,54,19710,80
211255, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2018,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,45,16425,60
19886, Psychiatric,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,171,62415,240
211259, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,57,20805,61
20126, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2014,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",11,4015,25
20126, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2014,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,91,33215,110
211263, General,8,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,0,0,0
211263, General,8,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,52,18980,85
211263, General,8,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,0,0
211263, General,8,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,160367,0
20354, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",10,3650,16
20354, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,60,21900,72
211265, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2013,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,80,29200,92
211271, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,67,24455,88
211272, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,109,39785,125
211279, Psychiatric,1,0,0,N,HAP     ,Accreditation with Follow-up Survey,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,140,51100,165
211280, Psychiatric,2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,220,80300,302
211281, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,408,148920,515
211285, Psychiatric,1,0,0,N,HAP     ,Unaccredited,2012,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,48,17520,75
211291, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,249,90885,291
17679, Psychiatric,2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,218,79570,262
20591, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,70,25550,76
211299, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,122,44530,142
521374, General,7,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,33,12045,100
521374, General,7,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,29,10585,34
521374, General,7,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,40510,0
521374, General,7,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,328671,0
17613, Psychiatric,1,0,0,Y,HAP     ,Unaccredited,2017,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",7,2555,7
17613, Psychiatric,1,0,0,Y,HAP     ,Unaccredited,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,22,8030,42
211310, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,366,133590,398
211312, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,297,108405,431
211313, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,47,17155,66
431160, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,137,50005,137
211315, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,290,105850,290
211316, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2018,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,124,45260,221
211317, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,155,56575,156
211318, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,171,62415,209
211319, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,86,31390,86
211320, Psychiatric,2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,Y,"Volumes, Inpatient, BHS",Inpatient,Mental Health,322,117530,322
211320, Psychiatric,2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,14614,0
211321, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,108,39420,108
211322, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Inpatient, BHS",Inpatient,Mental Health,74,27010,77
211323, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,380,138700,400
211324, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,155,56575,156
27659, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,67,24455,67
211326, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2012,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,125,45625,125
211327, Psychiatric,1,0,0,N,HAP     ,Unaccredited,2014,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,813,296745,827
211330, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,261,95265,288
211331, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2014,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",35,12775,35
211331, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2014,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,149,54385,295
211334, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,140,51100,185
211335, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,248,90520,298
533143, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",32,11680,35
533143, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,32,11680,35
570806, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",2,730,40
570806, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,468,170820,590
211343, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,50,18250,58
211346, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2015,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,267,97455,394
556543, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2014,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,285,104025,384
204580, General,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,34,12410,43
204580, General,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,34,12410,43
204580, General,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,0,0
204580, General,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,271307,0
211368,None,0,0,0,N,HAP     ,Delete Org/Program/Disease,2016,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,84,30660,120
609985, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",1,365,1
609985, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Inpatient, BHS",Inpatient,Mental Health,42,15330,87
414472, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Inpatient, BHS",Inpatient,Eating Disorders,6,2190,15
414472, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,53,19345,75
211393, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",17,6205,18
211393, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,60,21900,82
211394, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,230,83950,522
235877, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,126,45990,161
211407,None,0,0,0,Y,HAP     ,Unaccredited,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,10,3650,15
211411, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,184,67160,194
211415, General,4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,48,17520,77
211415, General,4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,28,10220,38
211415, General,4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,16131,0
211415, General,4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,323972,0
211416, General,4,0,0,Y,HAP     ,Accreditation with Follow-up Survey,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,30,10950,44
211416, General,4,0,0,Y,HAP     ,Accreditation with Follow-up Survey,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,32,11680,46
211416, General,4,0,0,Y,HAP     ,Accreditation with Follow-up Survey,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,24897,0
211416, General,4,0,0,Y,HAP     ,Accreditation with Follow-up Survey,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,717309,0
211419, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,105,38325,149
18715, General,5,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,253,92345,522
18715, General,5,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,102106,0
18715, General,5,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,104827,0
211435, Psychiatric,1,0,0,N,HAP     ,Accreditation with Follow-up Survey,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,121,44165,160
521378, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2012,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,108,39420,108
211441, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",13,4745,13
211441, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,90,32850,117
23405, Psychiatric,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,37,13505,46
211446, Long Term Acute Care,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Long Term Acute Care Hospital,Long Term Acute Care,42,15330,47
211446, Long Term Acute Care,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,0,0
211446, Long Term Acute Care,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,4800,0
24808, Psychiatric,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,241,87965,249
